project,vuln_commit,fix_commit,cve,cwe
libvirt,f63397de614bc292232efb5d2b953c101b0377d8,15073504dbb624d3f6c911e85557019d3620fdb2,CVE-2021-3631,CWE-732
libvncserver,459046efc023161642c599809c6a5ef733035a12,7b1ef0ffc4815cab9a96c7278394152bdc89dc4d,CVE-2018-20020,CWE-787
libvncserver,0a70095271d845d16a3ed17354841b01f33963ad,09e8fc02f59f16e2583b34fe1a270c238bd9ffec,CVE-2018-15127,CWE-787
libvncserver,549e0b1fe05e953777d3ca3868be21e5604d99eb,673c07a75ed844d74676f3ccdcfdc706a7052dba,CVE-2020-25708,CWE-369
libvncserver,67944bf767960c7fa476bdaf144f160f5f8dc387,a6788d1da719ae006605b78d22f5a9f170b423af,CVE-2020-14401,CWE-787
libvncserver,323aa5eea294aeaadf214b5166e9af341fc9112c,57433015f856cc12753378254ce4f1c78f5d9c7b,CVE-2020-14398,CWE-703
libvncserver,7c092e53f34c2096811b717778693a9077b54536,8937203441ee241c4ace85da687b7d6633a12365,CVE-2020-14405,CWE-703
libvncserver,49880e33ee430d50804f46c307bcadce5b3e3be2,33441d90a506d5f3ae9388f2752901227e430553,CVE-2020-14396,CWE-476
libxml2,846cf015a77b9bca7b90c17c1f608ece3e268dad,8f30bdff69edac9075f4663ce3b56b0c52d48ce6,CVE-2016-3705,CWE-20
libxml2,a436374994c47b12d5de1b8b1d191a098fa23594,2240fbf5912054af025fb6e01e26375100275e74,CVE-2018-9251,CWE-835
libxml2,b7c50b8ddeae4662c639369360f34b832b6b2e49,a436374994c47b12d5de1b8b1d191a098fa23594,CVE-2018-14404,CWE-476
libxml2,6360a31a84efe69d155ed96306b9a931a40beab9,69030714cde66d525a8884bda01b9e8f0abf8e1e,CVE-2015-5312,CWE-399
libxml2,53ac9c9649fa091377dfea9511f012171f08972d,6360a31a84efe69d155ed96306b9a931a40beab9,CVE-2015-7497,CWE-119
libxml2,f1063fdbe7fa66332bbb76874101c2a7b51b519f,8fb4a770075628d6441fb17a1e435100e2f3b1a2,CVE-2015-8242,CWE-119
libxml2,e26630548e7d138d2c560844c43820b6767251e3,932cc9896ab41475d4aa429c27d9afd175959d74,CVE-2017-9047,CWE-119
libxml2,09b6f8183d05719830de80334dea83edeeec44e6,5a02583c7e683896d84878bd90641d8d9b0d0549,CVE-2019-19956,CWE-401
libxml2,1358d157d0bd83be1dfe356a69213df9fac0b539,bf22713507fe1fc3a2c4b525cf0a88c2dc87a3a2,CVE-2021-3517,CWE-787
libxml2,e724879d964d774df9b7969fc846605aa1bac54c,f0709e3ca8f8947f2d91ed34e92e38a4c23eae63,CVE-2015-8035,CWE-399
libxml2,df83c17e5a2646bd923f75e5e507bc80d73c9722,fec31bcd452e77c10579467ca87a785b41115de6,CVE-2010-4494,CWE-415
libxml2,3157cf4e53c03bc3da604472c015c63141907db8,0f3b843b3534784ef57a4f9b874238aa1fda5a73,CVE-2017-15412,CWE-416
libxml2,9aa37588ee78a06ca1379a9d9356eab16686099c,709a952110e98621c9b78c4f26462a9d8333102e,CVE-2015-8317,CWE-119
libxml2,45752d2c334b50016666d8f0ec3691e2d680f0a0,b1d34de46a11323fccffa9fadeb33be670d602f5,CVE-2016-4449,CWE-20
libxml2,fdfeecc1b73b0318466f0d61f0b8881ed9d92dd2,f1063fdbe7fa66332bbb76874101c2a7b51b519f,CVE-2015-7500,CWE-119
libxml2,11ed4a7a90d5ce156a18980a4ad4e53e77384852,38eae571111db3b43ffdeb05487c9f60551906fb,CVE-2016-1835,CWE-119
libxml2,77404b8b69bc122d12231807abf1a837d121b551,5bd3c061823a8499b27422aee04ea20aae24f03e,CVE-2011-3919,CWE-787
libyang,d4c9fbb550715a4fe122628b9019daa3165ce00a,298b30ea4ebee137226acf9bb38678bd82704582,CVE-2021-28903,CWE-674
libyang,5b806452b8794e0735a40a5a7029dd2e9eadc6a3,59a0bff1a5a2f0a0eac07e4bf94d4aea9dd3708d,CVE-2021-28904,CWE-252
libyang,8e9f87949974c7b2c6dc5e830c0e78e4160fbc50,a3917d95d516e3de267d3cfa5d4d3715a90e8777,CVE-2021-28902,CWE-252
lighttpd1.4,cf3e301272f53329e03a85cd3cf4d45ced67b540,b03b86f47b0d5a553137f081fadc482b4af1372d,,CWE-703
lighttpd1.4,5d80e41ab2585288b0bbe0ebf8f3e3b120a0f403,971773f1fae600074b46ef64f3ca1f76c227985f,,CWE-476
lldpd,9dee8deceb3b4978b938be042a1e0bc60d89b29e,73d42680fce8598324364dbb31b9bc3b8320adf7,CVE-2021-43612,CWE-787
logrotate,96e883a2728ca522711054bab1818cd53236c0c1,addbd293242b0b78aa54f054e6c1d249451f137d,CVE-2022-1348,CWE-732
lsquic,d755d26ed22a365972ca146316d9ca68ca760d94,a74702c630e108125e71898398737baec8f02238,CVE-2022-30592,CWE-269
lxcfs,a8b6c3e0537e90fba3c55910fd1b7229d54a60a7,8ee2a503e102b1a43ec4d83113dc275ab20a869a,CVE-2015-1344,CWE-264
mbed-coap,14aff16e4f2bee871caeeae5e773ef265a9afaf2,4647a68e364401e81dbd370728127d844f221d93,CVE-2020-12887,CWE-401
micro-ecc,622a7f82ac9f5e9b2871de4acd59799f45fa5d3b,1b5f5cea5145c96dd8791b9b2c41424fc74c2172,CVE-2020-27209,CWE-415
mod_auth_openidc,c09505f14787fcb6e46ab5d9b3bbafd0c844dac8,00c315cb0c8ab77c67be4a2ac08a71a83ac58751,CVE-2021-32792,CWE-79
mod_auth_openidc,5c15dfb08106c2451c2c44ce7ace6813c216ba75,ce37080c6aea30aabae8b4a9b4eea7808445cc8e,CVE-2019-14857,CWE-601
mod_wsgi,4fbddb697be76e165db8b2c8890b7a78c412ce1c,d9d5fea585b23991f76532a9b07de7fcd3b649f4,CVE-2014-0240,CWE-264
mpv,ef9596f78ede35dd6aef999d774c76e0e447243d,d0c530919d8cd4d7a774e38ab064e0fabdae34e6,CVE-2021-30145,CWE-134
mruby,83f2e75d179e73be999da43ee586512807e03031,27d1e0132a0804581dca28df042e7047fd27eaa8,CVE-2021-4188,CWE-476
mruby,8d06e79c578a3b24c45ae4881c5122b73b3bff59,ae3c99767a27f5c6c584162e2adc6a5d0eb2c54e,CVE-2022-0481,CWE-476
mruby,55b526167b2d52d113f013b6f0c14ff9aa64c1a1,c8c083cb750606b2da81582cd8e43b442bb143e6,CVE-2022-1276,CWE-125
mruby,bdc244e9b035c608e3aeb1cb3440c47c2a5d61e6,a4d97934d51cb88954cc49161dc1d151f64afb6b,CVE-2022-1427,CWE-703
mruby,c30e6ebe1200962d37751255ca489defd96819d6,b1d0296a937fe278239bdfac840a3fd0e93b3ee9,CVE-2022-1286,CWE-787
mruby,349307ba884740b132dcf08dfb615c0f329d2579,f72315575f78a9a773adbce0ee7d3ec33434cb76,CVE-2022-0717,CWE-125
mruby,8aec568fc50c23f4062153fbc75b423ba22219e9,3cf291f72224715942beaf8553e42ba8891ab3c6,CVE-2022-1212,CWE-288
mruby,6e964bd1c6b1fcaab0d9fdcb3b87c7567b29d932,da48e7dbb20024c198493b8724adae1b842083aa,CVE-2022-0890,CWE-703
mruby,3de9ddfb395c03996066a5df6d22f901a4999de2,28ccc664e5dcd3f9d55173e9afde77c4705a9ab6,CVE-2022-0080,CWE-122
mruby,f906ac314cbeca0da5dffa0fc736be0c4a388d7e,44f591aa8f7091e6ca6cb418e428ae6d4ceaf77d,CVE-2022-0632,CWE-476
mruby,612e5d6aad7f224008735d57b19e5a81556cfd31,97319697c8f9f6ff27b32589947e1918e3015503,CVE-2020-36401,CWE-415
mruby,4c13188ea6cb0a74f43542c1b485a4aaf1d1a5be,0849a2885f81cfd82134992c06df3ccd59052ac7,CVE-2022-0525,CWE-125
mruby,0ed3fcfa26de93c20c8cb4789d16fceab6e38b40,38b164ace7d6ae1c367883a3d67d7f559783faad,CVE-2022-0570,CWE-415
mruby,b4168c9b68daf759ce890c7da9e4ad5547058330,aaa28a508903041dd7399d4159a8ace9766b022f,CVE-2022-1071,CWE-787
mruby,1e314242e42932ec7146eaef87605e9ae5e91ba3,47068ae07a5fa3aa9a1879cdfe98a9ce0f339299,CVE-2022-0631,CWE-787
mruby,d1f1b4ea38cd5a2a9d0b2aa3547d4f2828180299,00acae117da1b45b318dc36531a7b0021b8097ae,CVE-2022-1201,CWE-476
mysql-wsrep,ad54cb16446ee1d5cca464da425d2d4615093d54,4ea4b0c6a318209ac09b15aaa906c7b4a13b988c,CVE-2020-15180,CWE-77
nagioscore,937f465818986e58633346b8deba6bede79ce11c,b1a92a3b52d292ccb601e77a0b29cb1e67ac9d76,CVE-2018-13441,CWE-476
nanopb,ced3bb2478b018ad463143c272a4e6315e265fef,aa9d0d1ca78d6adec3adfeecf3a706c7f9df81f2,CVE-2020-5235,CWE-125
nanopb,9cbe4ae6b03ae4ac2a678861101a9d771a6522ce,e2f0ccf939d9f82931d085acb6df8e9a182a4261,CVE-2021-21401,CWE-763
nanopb,c8e8fe118bc616a3ace3a2630bc8692d7952885f,7b396821ddd06df8e39143f16e1dc0a4645b89a3,CVE-2020-5235,CWE-125
nasm,703e5658498222c3aa77e57fefb466d264abbe58,e996d28c70d45008085322b442b44a9224308548,,CWE-476
nasm,4268400c10c1a8e1f318d31c9704d8cbfe904454,7c88289e222dc5ef9f53f9e86ecaab1924744b88,CVE-2019-20352,CWE-125
nbd,50e7e7e9378c1528b045860682070c5de2c6c721,3ef52043861ab16352d49af89e048ba6339d6df8,CVE-2005-3534,CWE-119
nbd,35240d7b257aa2129ce5cb2e22badf0b68f1c4ef,4ed24fe0d64c7cc9963c57b52cad1555ad7c6b60,CVE-2005-3534,CWE-119
nbdkit,ff617f386b55090fb1ff7e5232fd39132ffe2311,6c5faac6a37077cf2366388a80862bb00616d0d8,CVE-2021-3716,CWE-924
nbdkit,7182c47d04d2b68005fceadefc0c14bfaa61a533,09a13dafb7bb3a38ab52eb5501cba786365ba7fd,CVE-2021-3716,CWE-924
ncurses,3e37c7d3fa122563a9d88168926f61286ef30cd3,790a85dbd4a81d5f5d8dd02a44d84f01512ef443,CVE-2021-39537,CWE-787
nDPI,9c5ba9c0609addf143336dc4af8566a88cb9f3c2,1ec621c85b9411cc611652fd57a892cfef478af3,CVE-2021-36082,CWE-787
nDPI,e90c5c7c3223d033467aa359d8b1e264f961fde1,8e7b1ea7a136cc4e4aa9880072ec2d69900a825e,CVE-2020-15473,CWE-125
nDPI,3d9285f1be84db7ecec821b75f67964dc4773a65,b7e666e465f138ae48ab81976726e67deed12701,CVE-2020-15472,CWE-125
nDPI,fd0591b4fcebba93a949bcdf2ad12e9f790e68a0,6a9f5e4f7c3fd5ddab3e6727b071904d76773952,CVE-2020-15475,CWE-787
nDPI,0ddc3a0052cfd3ad539ae0540aa4879bcae80ee5,23594f036536468072198a57c59b6e9d63caf6ce,CVE-2020-15474,CWE-190
nDPI,56ca71bda9870e78ba0ee70fe226c4a4fcc36a04,3bbb0cd3296023f6f922c71d21a1c374d2b0a435,CVE-2020-11940,CWE-787
neomutt,3c49c44be9b459d9c616bcaef6eb5d51298c1741,65d64a5b60a4a3883f2cd799d92c6091d8854f23,CVE-2018-14353,CWE-191
neomutt,f8b87cd70762ff3520b03bb0a98eee0ebfca5f7b,9c36717a3e2af1f2c1b7242035455ec8112b4b06,CVE-2020-28896,CWE-522
neomutt,a89d744197141b81e7ecdc14237cd7a1a4294c07,fa1db5785e5cfd9d3cd27b7571b9fe268d2ec2dc,CVE-2021-32055,CWE-125
nettle,549f95f88ad80e531569681cb64582c76eea6690,c71d2c9d20eeebb985e3872e4550137209e3ce4d,CVE-2015-8803,CWE-310
nettle,401c8d53d8a8cf1e79980e62bda3f946f8e07c14,ae3801a0e5cce276c270973214385c86048d5f7b,CVE-2021-20305,CWE-787
newsbeuter,2619d1f41303700deff15d9781005176aec8ddce,96e9506ae9e252c548665152d1b8968297128307,CVE-2017-12904,CWE-787
njs,8b39afdad9a0761e0a5d4af1a762bd9a6daef572,2e00e95473861846aa8538be87db07699d9f676d,CVE-2022-29779,CWE-703
njs,222d6fdcf0c6485ec8e175f3a7b70d650c234b4e,ab1702c7af9959366a5ddc4a75b4357d4e9ebdc1,CVE-2022-29379,CWE-787
njs,e673ae41a998d1391bd562edb2ed6d49db7cc716,ad48705bf1f04b4221a5f5b07715ac48b3160d53,CVE-2022-27007,CWE-416
njs,982100ba56798dfc487ec9d792ce91916e14c5cc,eafe4c7a326b163612f10861392622b5da5b1792,CVE-2022-31307,CWE-703
njs,39e8fa1b7db1680654527f8fa0e9ee93b334ecba,6a07c2156a07ef307b6dcf3c2ca8571a5f1af7a6,CVE-2022-25139,CWE-416
njs,675049dc2ce07a06d5e6d65ab8664e49c7659d3a,8b39afdad9a0761e0a5d4af1a762bd9a6daef572,CVE-2022-29780,CWE-703
njs,99239ae377a71a4c79213f4be69d828c399e23da,81af26364c21c196dd21fb5e14c7fa9ce7debd17,CVE-2022-31306,CWE-703
njs,1406f64bcbe4ae9a09699ee9daa2f95c12512f41,6a40a85ff239497c6458c7dbef18f6a2736fe992,CVE-2021-46463,CWE-269
njs,d09868bc71f9a990445959329ad8c1b10d3898f5,86c2c8270240d0a7a1bc4757fd2010fd989e8037,,CWE-476
ok-file-formats,203defdfb2c8b1207a392493a09145c1b54bb070,e49cdfb84fb5eca2a6261f3c51a3c793fab9f62e,,CWE-787
ompl,d101202ebcb3fe9c7882c286615f00887e73e775,abb4fadcb4e4fe4c9cf41e5e7706143a66948eb7,,CWE-703
oniguruma,029dca451df2287e985d1c3590ef05fe6d0ea0f8,4d461376bd85e7994835677b2ff453a43c49cd28,CVE-2019-19246,CWE-125
oniguruma,c509265c5f6ae7264f7b8a8aae1cfa5fc59d108c,0f7f61ed1b7b697e283e37bd2d731d0bd57adb55,CVE-2019-13224,CWE-416
open5gs,7d9a651f6c533d72553bbd509c2b6ab5f348473a,c0f695525088486c509f37a02ff1fda211b141bb,,CWE-787
open62541,ac78eb68b1187cfc7a3d5aa8b8fe132f05fbdd57,b79db1ac78146fc06b0b8435773d3967de2d659c,CVE-2022-25761,CWE-703
openfortivpn,60660e00b80bad0fadcf39aee86f6f8756c94f91,9eee997d599a89492281fc7ffdd79d88cd61afc3,CVE-2020-7042,CWE-295
openfortivpn,07946c195fd8df9d785f099b7cbf7872d0580634,60660e00b80bad0fadcf39aee86f6f8756c94f91,CVE-2020-7041,CWE-295
openfortivpn,9eee997d599a89492281fc7ffdd79d88cd61afc3,6328a070ddaab16faaf008cb9a8a62439c30f2a8,CVE-2020-7043,CWE-295
openjpeg,e7640f58f122d1228f3d750864543ad4703e18fc,8ee335227bbcaf1614124046aa25e53d67b11ec3,CVE-2018-6616,CWE-400
openjpeg,83342f2aafcab4599b49f780e35fd249e8402b61,c22cbd8bdf8ff2ae372f94391a4be2d322b36b41,CVE-2016-9118,CWE-119
openjpeg,18b1138fbe3bb0ae4aa2bf1369f9430a8ec6fa00,73fdf28342e4594019af26eb6a347a34eceb6296,CVE-2020-27844,CWE-20
openjpeg,eaa098b59b346cb88e4d10d505061f669d7134fc,15cf3d95814dc931ca0ecb132f81cb152e051bae,CVE-2020-27814,CWE-122
openjpeg,b63a433ba168bad5fa10e83de04d6305e6a222e2,05f9b91e60debda0e83977e5e63b2e66486f7074,CVE-2020-8112,CWE-787
openjpeg,a2b2980a4bcb4d3903375de31495f99dde0e98a8,b2072402b7e14d22bba6fb8cde2a1e9996e9a919,CVE-2020-27823,CWE-787
openldap,c0c1bd319e34080434764a7e1096ad1f30818e62,3539fc33212b528c56b716584f2c2994af7c30b0,CVE-2021-27212,CWE-617
openldap,c1912fb7af325c4cf98535caa82bb12096fc3c8a,a08a2db4063f54a6217a0f091aebd02f8bdb482e,CVE-2020-25692,CWE-476
openldap,94e11532fef4d6f2c93a2f1d421ac615f04256d3,4c774220a752bf8e3284984890dc0931fe73165d,CVE-2020-25692,CWE-476
openldap,a3e93e5f0b5f709c5caca821214000acf31e1aa5,bdb0d459187522a6063df13871b82ba8dcc6efe2,CVE-2020-25710,CWE-617
openmpt,5449bed7e1b84602b79812a0591cbd4d9a7cbee8,7ebf02af2e90f03e0dbd0e18b8b3164f372fb97c,CVE-2018-10017,CWE-125
OpenSC,55fd3db2b5f2ecdb8d2bc148270b75ec6ff2ed2f,9d294de90d1cc66956389856e60b6944b27b4817,CVE-2020-26572,CWE-787
openscad,04aa887cd3e842fa7e117817c727c53ff3876d72,b81369dffc3f385257a9b1f5c271118a88671d6d,,CWE-125
openssl,2c772c87003fd941f2c536672921160c21b77964,cca1cd9a3447dd067503e4a85ebd1679ee78a48e,CVE-2010-0433,CWE-20
openssl,cce3e4adb78a8d3eeb6e0e4efe332fcc5d75f615,939b4960276b040fc0ed52232238fcc9e2e9ec21,CVE-2015-1791,CWE-362
openssl,c9a826d28f8211e86b3b866809e1b30a2de48740,f426625b6ae9a7831010750490a5f0ad689c5ba3,CVE-2019-1543,CWE-327
openssl,3db2c9f3e5fb9f649ebb4a55918398756310af43,97ab3c4b538840037812c8d9164d09a1f4bf11a1,CVE-2020-1971,CWE-476
openssl,2d0e5d4a4a5d4332325b5e5cea492fad2be633e1,94d23fcff9b2a7a8368dfe52214d5c2569882c11,CVE-2021-3712,CWE-125
openssl,2ec4181ba92fc6b828687d2dc47c13dcd35a5d93,ca989269a2876bae79393bd54c3e72d49975fc75,CVE-2013-6449,CWE-310
openssl,fb4f46763fed3c600db21974577061b611b6fa46,cc598f321fbac9c04da5766243ed55d55948637d,CVE-2015-3195,CWE-200
openssl,b29ffa392e839d05171206523e84909146f7a77c,d8541d7e9e63bf5f343af24644046c8d96498c17,CVE-2015-3194,CWE-476
openssl,d73cc256c8e256c32ed959456101b73ba9842f72,c394a488942387246653833359a5c94b5832674e,CVE-2015-3194,CWE-476
openssl,cc598f321fbac9c04da5766243ed55d55948637d,d73cc256c8e256c32ed959456101b73ba9842f72,CVE-2015-3193,CWE-200
openssl,cb6e0ed17a61ae3711d385f517d61be2b4c33a55,9a0db453ba017ebcaccbee933ee6511a9ae4d1c8,CVE-2015-1793,CWE-254
openssl,014265eb02e26f35c8db58e2ccbf100b0b2f0072,62e4506a7d4cec1c8e1ff687f6b220f6a62a57c7,CVE-2013-0166,CWE-310
openssl,dd2dee60f343a28cd93e065c7dae7619885515ff,66e8211c0b1347970096e04b18aa52567c325200,CVE-2013-0166,CWE-310
openssl,1dfa62d4c871a9007904812e06bdddb2d530ff64,ebc71865f0506a293242bd4aec97cdc7a8ef24b0,CVE-2013-0166,CWE-310
openssl,8b84495380098592ef7bb2fa9209ccb87803bf1d,77c77f0a1b9f15b869ca3342186dfbedd1119d0e,CVE-2015-0290,CWE-17
openssl,819418110b6fff4a7b96f01a5d68f71df3e3b736,b717b083073b6cacc0a5e2397b661678aff7ae7f,CVE-2015-0287,CWE-17
openssl,b19d8143212ae5fbc9cebfd51c01f802fabccd33,c3c7fb07dc975dc3c9de0eddb7d8fd79fc9c67c1,CVE-2015-0286,CWE-17
openssl,0b142f022e2c5072295e00ebc11c5b707a726d74,e1b568dd2462f7cacf98f3d117936c34e2849a6b,CVE-2015-0285,CWE-310
openssl,f15a7e39a1f7d41716ca5f07faef74f55147d2cf,6e629b5be45face20b4ca71c4fcbfed78b864a2e,CVE-2016-7052,CWE-476
openssl,151adf2e5cc23284a059e0f155505006a1c9fad9,2c0d295e26306e15a92eb23a84a1802005c1c137,CVE-2016-6304,CWE-401
openssl,652c52a602b4c88cfadb99e85ef175441b7f5d18,e97763c92c655dcf4af2860b3abd2bc4c8a267f9,CVE-2016-6302,CWE-20
openssl,d9d09a8d0f2a42d02e9a4b11a9ac395a0e15b8ba,7fd4ce6a997be5f5c9e744ac527725c2850de203,CVE-2014-3567,CWE-20
openssl,0042fb5fd1c9d257d713b15a1f45da05cf5c1c87,fb0bc2b273bcc2d5401dd883fe869af4fc74bb21,CVE-2014-3509,CWE-362
openssl,17160033765480453be0a41335fa6b833691c049,0042fb5fd1c9d257d713b15a1f45da05cf5c1c87,CVE-2014-3508,CWE-200
openssl,259b664f950c2ba66fbf4b0fe5281327904ead21,578b956fe741bf8e84055547b1e83c28dd902c73,CVE-2016-0799,CWE-119
openssl,ac9fc67a488427bc3e987f5a4c235e8fbeedf711,1fb9fdc3027b27d8eb6a1e6a846435b070980770,CVE-2016-2181,CWE-189
openssl,56ea22458f3f5f1d0148b0a97957de4d56f3d328,2919516136a4227d9e6d8f2fe66ef976aaf8c561,CVE-2016-2176,CWE-119
openssl,05aef4bbdbc18e7b9490512cdee41e8a608bcc0e,3f3582139fbb259a1c3cbb0a25236500a409bf26,CVE-2016-2106,CWE-189
openssl,2919516136a4227d9e6d8f2fe66ef976aaf8c561,5b814481f3573fa9677f3a31ee51322e2a22ee6a,CVE-2016-2105,CWE-190
openssl,64333004a41a9f4aa587b8e5401420fb70d00687,259b664f950c2ba66fbf4b0fe5281327904ead21,CVE-2016-0798,CWE-399
openssl,bc38a7d2d3c6082163c50ddf99464736110f2000,708dc2f1291e104fe4eef810bb8ffc1fae5b19c1,CVE-2016-0702,CWE-200
openssl,d81a1600588b726c2bdccda7efad3cc7a87d6245,878e2c5b13010329c203f309ed0c8f2113f85648,CVE-2016-0701,CWE-200
openssl,f1f4fbde2ad48bd6cd61c2d054c4efcd9dcc73e6,1632ef744872edc2aa2a53d487d3e79c965a4ad3,CVE-2014-0195,CWE-120
openssl,3665fa25436f55f9ed401ae92c2f3862fb10d952,d81a1600588b726c2bdccda7efad3cc7a87d6245,CVE-2015-3197,CWE-200
openssl,e4fa7cc3fb9909c6aee411de15a06f918687b8e2,6939eab03a6e23d2bd2c3f5e34fe1d48e542e787,CVE-2018-0737,CWE-327
openssl,d1a64149b061172d120559aea289498ec680b497,349a41da1ad88ad87825414752a8ff5fdd6a6c3f,CVE-2018-0737,CWE-327
openssl,ef11e19d1365eea2b1851e6f540a0bf365d303e7,56fb454d281a023b3f950d969693553d3f3ceea1,CVE-2018-0735,CWE-327
openssl,8abfe72e8c1de1b95f50aa0d9134803b4d00070f,b1d6d55ece1c26fa2829e2b819b038d7b6d692b4,CVE-2018-0735,CWE-327
openssl,896e8c5713b50ff2ef1478d5c6709874ce57cf05,43e6a58d4991a451daf4891ff05a48735df871ac,CVE-2018-0734,CWE-327
openssl,bd45a8d1ef338027e6892a7c886a373a4fafbf7d,3984ef0b72831da8b3ece4745cac4f8575b19098,CVE-2018-0732,CWE-320
openssl,c776a3f398b1fd0d59e9247c0c4c6b79f5692b33,197e0ea817ad64820789d86711d55ff50d71f631,CVE-2013-4353,CWE-20
openssl,8c2b1d872b25f3ec78e04f5cd2de8f21e853c4a6,98ece4eebfb6cd45cc8d550c6ac0022965071afc,CVE-2015-1791,CWE-362
openssl,708cf593587e2fda67dae9782991ff9fccc781eb,f48b83b4fb7d6689584cf25f61ca63a4891f5b11,CVE-2015-1789,CWE-119
openssl,1421e0c584ae9120ca1b88098f13d6d2e90b83a3,103b171d8fc282ef435f8de9afbf7782e312961f,CVE-2015-0206,CWE-119
openssl,a7a44ba55cb4f884c6bc9ceac90072dea38e66d0,1421e0c584ae9120ca1b88098f13d6d2e90b83a3,CVE-2015-0205,CWE-310
openssl,b15f8769644b00ef7283521593360b7b2135cb63,ce325c60c74b0fa784f5872404b722e120e5cab0,CVE-2015-0204,CWE-310
openssl,b5526482ef81ee7906b967e326d23a45fbcf3abc,b15f8769644b00ef7283521593360b7b2135cb63,CVE-2014-3572,CWE-310
openssl,ef28891bab7054667f2f6739f6d376c38b3ca1cc,55d83bf7c10c7b205fffa23fa7c3977491e56c07,CVE-2016-6303,CWE-787
openssl,d8278dac47996a442a480958702d913f2eff7b93,2ac4c6f7b2b2af20c0e2b0ba05367e454cd11b33,CVE-2018-0739,CWE-674
openssl,59302b600e8d5b77ef144e447bb046fd7ab72686,4924b37ee01f71ae19c94a8934b80eeb2f677932,CVE-2015-1788,CWE-399
openssl,d0c4415de5eaa555ead6eb99660e46410b45e181,0ed26acce328ec16a3aa635f1ca37365e8c7403a,CVE-2016-2180,CWE-125
openssl,f3a7e57c92b2c9b87dc4b2997f2ebda6781300d0,00d965474b22b54e4275232bc71ee0c699c5cd21,CVE-2017-3731,CWE-125
openssl,a029788b0e0c19cee4007cc1f73201cf2c13addf,f9b6c0ba4c02497782f801e3c45688f3efaac55c,CVE-2014-0076,CWE-310
openssl,bc8923b1ec9c467755cd86f7848c50ee8812e441,006cd7083f76ed5cb0d9a914857e9231ef1bc317,CVE-2014-0224,CWE-326
openssl,410a49a4fa1d2a1a9775ee29f9e40cbbda79c149,897169fdf06bf75b4d0c503d61abb45656dd90a6,CVE-2014-0224,CWE-326
openssl,4b258e73ae0da0f1a7ff3eb9840b6978711c2400,82ba68c42d6a9cf245afa489471005b2a0377c10,CVE-2014-0195,CWE-120
openssl,d2866063015d839569c2323cae85d1d27ccdb484,2ed80d14d7159de7b52c7720128459e8c24a94d5,CVE-2014-3567,CWE-20
openssl,e42a2abadc90664e2615dc63ba7f79cf163f780a,72f181539118828ca966a0f8d03f6428e2bcf0d6,CVE-2015-0204,CWE-310
openssl,ef28c6d6767a6a30df5add36171894c96628fe98,37580f43b5a39f5f4e920d17273fab9713d3a744,CVE-2015-0204,CWE-310
openssl,ec2fede9467ae1a65f452d3a39f7fbc4891d9285,e42a2abadc90664e2615dc63ba7f79cf163f780a,CVE-2014-3572,CWE-310
openssl,2175744952f5c8eaa2749f347629891497a1bcca,ef28c6d6767a6a30df5add36171894c96628fe98,CVE-2014-3572,CWE-310
openssl,92f9a8bf3844359bb50d86dab92bc24b074d350d,fa57f74a3941db6b2efb2f43c6add914ec83db20,CVE-2015-1789,CWE-119
openssl,f0fa5c8306236ce742168d664d53b1551649a47b,708cf593587e2fda67dae9782991ff9fccc781eb,CVE-2015-1791,CWE-362
openssl,015b17257855e31003eb29a70280764c3c822710,cf432b3b1bd7caa22943b41b94ec2472ae497dc6,CVE-2015-3195,CWE-200
openssl,8bc643efc89cbcfba17369801cf4eeca037b6cc1,4040a7fd104b412bd446338c6c28a62eb7d8e852,CVE-2015-3197,CWE-200
openssl,8f651326a5cbec5ca7cf0bad0205d4c87dc8c2d0,56f1acf5ef8a432992497a04792ff4b3b2c6f286,CVE-2016-0800,CWE-200
openssl,2e0956ba6dd04ae80d54eb4e03bed5a59e2a94c7,d6482a82bc2228327aa4ba98aeeecd9979542a31,CVE-2016-0702,CWE-200
openssl,d6d422e1ec48fac1c6194ab672e320281a214a32,8fc8f486f7fa098c9fbb6a6ae399e3c6856e0d87,CVE-2016-0702,CWE-200
openssl,37529928faa8456e85a9c5ad9255517da8dd0c61,380f18ed5f140e0ae1b68f3ab8f4f7c395658d9e,CVE-2016-0798,CWE-399
openssl,069c3c0908dfa8418753d0c25890a9d4fb67178d,9cb177301fdab492e4cfef376b28339afe3ef663,CVE-2016-0799,CWE-119
openssl,e903aaf894d542c02dc9bfd5065f906dc720d841,4159f311671cf3bac03815e5de44681eb758304a,CVE-2016-2107,CWE-200
openssl,ac29a0fed67ea1aeba71bad91f48593b644db4fd,d168705e11526a4b487640c7cac5b53ee3646cbc,CVE-2016-2178,CWE-203
openssl,d168705e11526a4b487640c7cac5b53ee3646cbc,3681a4558c13198944e6f7f149c4be188e076e14,CVE-2016-2178,CWE-203
openssl,40c60b0d7389aa479cf7474a080737e901944d0d,07bed46f332fce8c1d157689a2cdf915a982ae34,CVE-2016-2182,CWE-787
openssl,00a4c1421407b6ac796688871b0a49a179c694d9,cfd40fd39e69f5e3c654ae8fbf9acb1d2a051144,CVE-2016-2179,CWE-399
openssl,3612ff6fcec0e3d1f2a598135fe12177c0419582,1bbe48ab149893a78bf99c8eb8895c928900a16f,CVE-2016-6302,CWE-20
